sentence_id	category	sentence	sentiment	ner_tags
571962:0	ambience general	They all know you .	N/A	O O O O O
571962:0	food prices	They all know you .	N/A	O O O O O
571962:0	location general	They all know you .	N/A	O O O O O
571962:0	drinks quality	They all know you .	N/A	O O O O O
571962:1	restaurant general	Good food .	N/A	O O O
571962:1	service general	Good food .	N/A	O O O
571962:1	food quality	Good food .	positive	O T O
571962:1	food style_options	Good food .	N/A	O O O
571962:1	drinks style_options	Good food .	N/A	O O O
571962:1	drinks prices	Good food .	N/A	O O O
571962:1	restaurant prices	Good food .	N/A	O O O
571962:1	restaurant miscellaneous	Good food .	N/A	O O O
571962:1	ambience general	Good food .	N/A	O O O
571962:1	food prices	Good food .	N/A	O O O
571962:1	location general	Good food .	N/A	O O O
571962:1	drinks quality	Good food .	N/A	O O O
571962:2	restaurant general	Good drink .	N/A	O O O
571962:2	service general	Good drink .	N/A	O O O
571962:2	food quality	Good drink .	N/A	O O O
571962:2	food style_options	Good drink .	N/A	O O O
571962:2	drinks style_options	Good drink .	N/A	O O O
571962:2	drinks prices	Good drink .	N/A	O O O
571962:2	restaurant prices	Good drink .	N/A	O O O
571962:2	restaurant miscellaneous	Good drink .	N/A	O O O
571962:2	ambience general	Good drink .	N/A	O O O
571962:2	food prices	Good drink .	N/A	O O O
571962:2	location general	Good drink .	N/A	O O O
571962:2	drinks quality	Good drink .	positive	O T O
571962:3	restaurant general	How do you rate home ?	N/A	O O O O O O
571962:3	service general	How do you rate home ?	N/A	O O O O O O
571962:3	food quality	How do you rate home ?	N/A	O O O O O O
571962:3	food style_options	How do you rate home ?	N/A	O O O O O O
571962:3	drinks style_options	How do you rate home ?	N/A	O O O O O O
571962:3	drinks prices	How do you rate home ?	N/A	O O O O O O
571962:3	restaurant prices	How do you rate home ?	N/A	O O O O O O
571962:3	restaurant miscellaneous	How do you rate home ?	positive	O O O O O O
571962:3	ambience general	How do you rate home ?	N/A	O O O O O O
571962:3	food prices	How do you rate home ?	N/A	O O O O O O
571962:3	location general	How do you rate home ?	N/A	O O O O O O
571962:3	drinks quality	How do you rate home ?	N/A	O O O O O O
578016:0	restaurant general	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	service general	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	food quality	I have never had cheescake like this .	positive	O O O O T O O O
578016:0	food style_options	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	drinks style_options	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	drinks prices	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	restaurant prices	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	restaurant miscellaneous	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	ambience general	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	food prices	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	location general	I have never had cheescake like this .	N/A	O O O O O O O O
578016:0	drinks quality	I have never had cheescake like this .	N/A	O O O O O O O O
578016:1	restaurant general	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	service general	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	food quality	I thought I had died and gone to heaven .	positive	O O O O O O O O O O
578016:1	food style_options	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	drinks style_options	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	drinks prices	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	restaurant prices	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	restaurant miscellaneous	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	ambience general	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	food prices	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	location general	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
578016:1	drinks quality	I thought I had died and gone to heaven .	N/A	O O O O O O O O O O
584025:0	restaurant general	Great spot , whether looking for a couple of drinks or quiet dinner .	positive	O T O O O O O O O O O O O O
584025:0	service general	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	food quality	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	food style_options	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	drinks style_options	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	drinks prices	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	restaurant prices	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	restaurant miscellaneous	Great spot , whether looking for a couple of drinks or quiet dinner .	positive	O T O O O O O O O O O O O O
584025:0	ambience general	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	food prices	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	location general	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:0	drinks quality	Great spot , whether looking for a couple of drinks or quiet dinner .	N/A	O O O O O O O O O O O O O O
584025:1	restaurant general	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	service general	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	food quality	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	food style_options	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	drinks style_options	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	drinks prices	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	restaurant prices	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	restaurant miscellaneous	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	ambience general	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	positive	O O O O O O O O T T O O O O O
584025:1	food prices	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	location general	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:1	drinks quality	Warm and friendly in the winter and terrific outdoor seating in the warmer months .	N/A	O O O O O O O O O O O O O O O
584025:2	restaurant general	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	service general	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	food quality	The food is great and they have a good selecion of wines at reasonable prices .	positive	O T O O O O O O O O O O O O O O
584025:2	food style_options	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	drinks style_options	The food is great and they have a good selecion of wines at reasonable prices .	positive	O O O O O O O O O T T T O O O O
584025:2	drinks prices	The food is great and they have a good selecion of wines at reasonable prices .	positive	O O O O O O O O O T T T O O O O
584025:2	restaurant prices	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	restaurant miscellaneous	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	ambience general	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	food prices	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	location general	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:2	drinks quality	The food is great and they have a good selecion of wines at reasonable prices .	N/A	O O O O O O O O O O O O O O O O
584025:3	restaurant general	Have been several times and it never dissapoints .	positive	O O O O O O O O O
584025:3	service general	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	food quality	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	food style_options	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	drinks style_options	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	drinks prices	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	restaurant prices	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	restaurant miscellaneous	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	ambience general	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	food prices	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	location general	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
584025:3	drinks quality	Have been several times and it never dissapoints .	N/A	O O O O O O O O O
608500:1	restaurant general	We were less than impressed .	negative	O O O O O O
608500:1	service general	We were less than impressed .	N/A	O O O O O O
608500:1	food quality	We were less than impressed .	N/A	O O O O O O
608500:1	food style_options	We were less than impressed .	N/A	O O O O O O
608500:1	drinks style_options	We were less than impressed .	N/A	O O O O O O
608500:1	drinks prices	We were less than impressed .	N/A	O O O O O O
608500:1	restaurant prices	We were less than impressed .	N/A	O O O O O O
608500:1	restaurant miscellaneous	We were less than impressed .	N/A	O O O O O O
608500:1	ambience general	We were less than impressed .	N/A	O O O O O O
608500:1	food prices	We were less than impressed .	N/A	O O O O O O
608500:1	location general	We were less than impressed .	N/A	O O O O O O
608500:1	drinks quality	We were less than impressed .	N/A	O O O O O O
608500:2	restaurant general	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	service general	While the ambiance and atmosphere were great , the food and service could have been a lot better .	negative	O O O O O O O O O O O T O O O O O O O
608500:2	food quality	While the ambiance and atmosphere were great , the food and service could have been a lot better .	negative	O O O O O O O O O T O O O O O O O O O
608500:2	food style_options	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	drinks style_options	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	drinks prices	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	restaurant prices	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	restaurant miscellaneous	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	ambience general	While the ambiance and atmosphere were great , the food and service could have been a lot better .	positive	O O T O T O O O O O O O O O O O O O O
608500:2	food prices	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	location general	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:2	drinks quality	While the ambiance and atmosphere were great , the food and service could have been a lot better .	N/A	O O O O O O O O O O O O O O O O O O O
608500:3	restaurant general	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	service general	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	food quality	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	negative	O O O T T O O O O O O O O O O O O O O O O O O O O O
608500:3	food style_options	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	negative	O O O T T O O O O O O O O O O O O O O O O O O O O O
608500:3	drinks style_options	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	drinks prices	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	restaurant prices	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	restaurant miscellaneous	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	ambience general	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	food prices	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	location general	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:3	drinks quality	We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
608500:4	restaurant general	Probably would not go again . . .	negative	O O O O O O O O
608500:4	service general	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	food quality	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	food style_options	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	drinks style_options	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	drinks prices	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	restaurant prices	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	restaurant miscellaneous	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	ambience general	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	food prices	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	location general	Probably would not go again . . .	N/A	O O O O O O O O
608500:4	drinks quality	Probably would not go again . . .	N/A	O O O O O O O O
610611:0	restaurant general	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	service general	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	food quality	i ' ve been to sapphire twice and both times the food was fine , if not good .	positive	O O O O O O O O O O O T O O O O O O O
610611:0	food style_options	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	drinks style_options	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	drinks prices	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	restaurant prices	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	restaurant miscellaneous	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	ambience general	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	food prices	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	location general	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:0	drinks quality	i ' ve been to sapphire twice and both times the food was fine , if not good .	N/A	O O O O O O O O O O O O O O O O O O O
610611:1	restaurant general	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	service general	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	food quality	stick with the chicken , beef , and lamb dishes .	positive	O O O T O T O O T T O
610611:1	food style_options	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	drinks style_options	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	drinks prices	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	restaurant prices	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	restaurant miscellaneous	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	ambience general	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	food prices	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	location general	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:1	drinks quality	stick with the chicken , beef , and lamb dishes .	N/A	O O O O O O O O O O O
610611:4	restaurant general	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	service general	service is friendly , and never had a problem walking in and getting a table .	positive	T O O O O O O O O O O O O O O O
610611:4	food quality	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	food style_options	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	drinks style_options	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	drinks prices	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	restaurant prices	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	restaurant miscellaneous	service is friendly , and never had a problem walking in and getting a table .	positive	O O O O O O O O O O O O O O O O
610611:4	ambience general	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	food prices	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	location general	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:4	drinks quality	service is friendly , and never had a problem walking in and getting a table .	N/A	O O O O O O O O O O O O O O O O
610611:6	restaurant general	skip dessert .	N/A	O O O
610611:6	service general	skip dessert .	N/A	O O O
610611:6	food quality	skip dessert .	negative	O T O
610611:6	food style_options	skip dessert .	N/A	O O O
610611:6	drinks style_options	skip dessert .	N/A	O O O
610611:6	drinks prices	skip dessert .	N/A	O O O
610611:6	restaurant prices	skip dessert .	N/A	O O O
610611:6	restaurant miscellaneous	skip dessert .	N/A	O O O
610611:6	ambience general	skip dessert .	N/A	O O O
610611:6	food prices	skip dessert .	N/A	O O O
610611:6	location general	skip dessert .	N/A	O O O
610611:6	drinks quality	skip dessert .	N/A	O O O
611117:0	restaurant general	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	service general	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	food quality	Best Reuben sandwich ever !	positive	O T T O O
611117:0	food style_options	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	drinks style_options	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	drinks prices	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	restaurant prices	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	restaurant miscellaneous	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	ambience general	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	food prices	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	location general	Best Reuben sandwich ever !	N/A	O O O O O
611117:0	drinks quality	Best Reuben sandwich ever !	N/A	O O O O O
611117:1	restaurant general	A classic !	N/A	O O O
611117:1	service general	A classic !	N/A	O O O
611117:1	food quality	A classic !	positive	O O O
611117:1	food style_options	A classic !	N/A	O O O
611117:1	drinks style_options	A classic !	N/A	O O O
611117:1	drinks prices	A classic !	N/A	O O O
611117:1	restaurant prices	A classic !	N/A	O O O
611117:1	restaurant miscellaneous	A classic !	N/A	O O O
611117:1	ambience general	A classic !	N/A	O O O
611117:1	food prices	A classic !	N/A	O O O
611117:1	location general	A classic !	N/A	O O O
611117:1	drinks quality	A classic !	N/A	O O O
611117:2	restaurant general	Don ' t miss Bloom ' s on your next trip to Manhatten .	positive	O O O O O O O O O O O O O O
611117:2	service general	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	food quality	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	food style_options	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	drinks style_options	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	drinks prices	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	restaurant prices	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	restaurant miscellaneous	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	ambience general	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	food prices	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	location general	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:2	drinks quality	Don ' t miss Bloom ' s on your next trip to Manhatten .	N/A	O O O O O O O O O O O O O O
611117:3	restaurant general	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	service general	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	food quality	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	food style_options	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	drinks style_options	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	drinks prices	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	restaurant prices	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	restaurant miscellaneous	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	positive	O O O O O O O O O O O O O O O O O O O O O T O O O O O O O O O O O O O O O O
611117:3	ambience general	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	food prices	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	location general	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:3	drinks quality	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
611117:4	restaurant general	Thanks Bloom ' s for a lovely trip .	positive	O O O O O O O O O
611117:4	service general	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	food quality	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	food style_options	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	drinks style_options	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	drinks prices	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	restaurant prices	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	restaurant miscellaneous	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	ambience general	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	food prices	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	location general	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
611117:4	drinks quality	Thanks Bloom ' s for a lovely trip .	N/A	O O O O O O O O O
615180:1	restaurant general	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	service general	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	food quality	The food was not fresh , the sauces were bland and very oily .	negative	O T O O O O O T O O O O O O
615180:1	food style_options	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	drinks style_options	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	drinks prices	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	restaurant prices	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	restaurant miscellaneous	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	ambience general	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	food prices	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	location general	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:1	drinks quality	The food was not fresh , the sauces were bland and very oily .	N/A	O O O O O O O O O O O O O O
615180:2	restaurant general	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	service general	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	food quality	It just wasn ' t Thai .	negative	O O O O O O O
615180:2	food style_options	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	drinks style_options	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	drinks prices	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	restaurant prices	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	restaurant miscellaneous	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	ambience general	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	food prices	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	location general	It just wasn ' t Thai .	N/A	O O O O O O O
615180:2	drinks quality	It just wasn ' t Thai .	N/A	O O O O O O O
620892:1	restaurant general	Was surprisingly disappointed .	N/A	O O O O
620892:1	service general	Was surprisingly disappointed .	N/A	O O O O
620892:1	food quality	Was surprisingly disappointed .	negative	O O O O
620892:1	food style_options	Was surprisingly disappointed .	N/A	O O O O
620892:1	drinks style_options	Was surprisingly disappointed .	N/A	O O O O
620892:1	drinks prices	Was surprisingly disappointed .	N/A	O O O O
620892:1	restaurant prices	Was surprisingly disappointed .	N/A	O O O O
620892:1	restaurant miscellaneous	Was surprisingly disappointed .	N/A	O O O O
620892:1	ambience general	Was surprisingly disappointed .	N/A	O O O O
620892:1	food prices	Was surprisingly disappointed .	N/A	O O O O
620892:1	location general	Was surprisingly disappointed .	N/A	O O O O
620892:1	drinks quality	Was surprisingly disappointed .	N/A	O O O O
620892:2	restaurant general	Pizza was a little soggy .	N/A	O O O O O O
620892:2	service general	Pizza was a little soggy .	N/A	O O O O O O
620892:2	food quality	Pizza was a little soggy .	negative	T O O O O O
620892:2	food style_options	Pizza was a little soggy .	N/A	O O O O O O
620892:2	drinks style_options	Pizza was a little soggy .	N/A	O O O O O O
620892:2	drinks prices	Pizza was a little soggy .	N/A	O O O O O O
620892:2	restaurant prices	Pizza was a little soggy .	N/A	O O O O O O
